File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_120451,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,0.000 N,0.000 N,0.000 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
17.170,8.621,8.024,8.016,0.900,0.000
17.180,8.624,8.026,8.016,0.900,0.000
17.190,8.624,8.024,8.016,0.900,0.000
17.200,8.621,8.024,8.014,0.900,0.000
17.210,8.624,8.026,8.019,0.900,0.000
17.220,8.621,8.024,8.019,0.900,0.000
17.230,8.627,8.024,8.011,0.900,0.000
17.240,8.630,8.024,8.014,0.900,0.000
17.250,8.627,8.021,8.016,0.900,0.000
17.260,8.624,8.021,8.011,0.900,0.000
17.270,8.624,8.024,8.014,0.900,0.000
17.280,8.624,8.024,8.014,0.900,0.000
17.290,8.627,8.021,8.011,0.900,0.000
17.300,8.624,8.021,8.014,0.900,0.000
17.310,8.621,8.026,8.011,0.900,0.000
17.320,8.621,8.024,8.011,0.900,0.000
17.330,8.621,8.024,8.011,0.900,0.000
17.340,8.624,8.021,8.014,0.900,0.000
17.350,8.624,8.024,8.019,0.900,0.000
17.360,8.624,8.021,8.014,0.900,0.000
17.370,8.621,8.026,8.008,0.900,0.000
17.380,8.627,8.024,8.014,0.900,0.000
17.390,8.621,8.024,8.014,0.900,0.000
17.400,8.624,8.021,8.019,0.900,0.000
17.410,8.624,8.021,8.011,0.900,0.000
17.420,8.624,8.026,8.014,0.900,0.000
17.430,8.627,8.026,8.011,0.900,0.000
17.440,8.627,8.026,8.016,0.900,0.000
17.450,8.624,8.021,8.014,0.900,0.000
17.460,8.624,8.029,8.014,0.900,0.000
17.470,8.624,8.024,8.011,0.900,0.000
17.480,8.627,8.026,8.014,0.900,0.000
17.490,8.627,8.026,8.008,0.900,0.000
17.500,8.627,8.024,8.014,0.900,0.000
17.510,8.627,8.021,8.011,0.900,0.000
17.520,8.627,8.024,8.011,0.900,0.000
17.530,8.630,8.026,8.011,0.900,0.000
17.540,8.624,8.024,8.016,0.900,0.000
17.550,8.627,8.026,8.014,0.900,0.000
17.560,8.624,8.021,8.011,0.900,0.000
17.570,8.621,8.024,8.011,0.900,0.000
17.580,8.621,8.024,8.014,0.900,0.000
17.590,8.621,8.026,8.014,0.900,0.000
17.600,8.624,8.024,8.011,0.900,0.000
17.610,8.627,8.029,8.016,0.900,0.000
17.620,8.627,8.026,8.011,0.900,0.000
17.630,8.624,8.024,8.014,0.900,0.000
17.640,8.621,8.024,8.014,0.900,0.000
17.650,8.621,8.024,8.011,0.900,0.000
17.660,8.619,8.024,8.014,0.900,0.000
17.670,8.624,8.026,8.014,0.900,0.000
17.680,8.621,8.026,8.011,0.900,0.000
17.690,8.619,8.024,8.011,0.900,0.000
17.700,8.624,8.024,8.011,0.900,0.000
17.710,8.624,8.026,8.008,0.900,0.000
17.720,8.624,8.021,8.014,0.900,0.000
17.730,8.624,8.024,8.014,0.900,0.000
17.740,8.624,8.024,8.016,0.000,0.000
17.750,8.619,8.021,8.014,0.900,0.000
17.760,8.621,8.024,8.014,0.900,0.000
17.770,8.627,8.026,8.011,0.900,0.000
17.780,8.621,8.024,8.011,0.900,0.000
17.790,8.621,8.016,8.011,0.900,0.000
17.800,8.621,8.024,8.016,0.900,0.000
17.810,8.624,8.021,8.021,0.900,0.000
17.820,8.627,8.029,8.016,0.900,0.000
17.830,8.621,8.029,8.008,0.900,0.000
17.840,8.627,8.024,8.011,0.900,0.000
17.850,8.624,8.026,8.011,0.900,0.000
17.860,8.624,8.021,8.011,0.900,0.000
17.870,8.624,8.026,8.014,0.900,0.000
17.880,8.627,8.021,8.019,0.900,0.000
17.890,8.624,8.021,8.011,0.900,0.000
17.900,8.624,8.026,8.014,0.900,0.000
17.910,8.627,8.021,8.011,0.900,0.000
17.920,8.621,8.024,8.011,0.900,0.000
17.930,8.624,8.024,8.014,0.900,0.000
17.940,8.621,8.024,8.016,0.900,0.000
17.950,8.624,8.021,8.014,0.900,0.000
17.960,8.630,8.026,8.014,0.900,0.000
17.970,8.624,8.024,8.016,0.900,0.000
17.980,8.627,8.026,8.016,0.900,0.000
17.990,8.627,8.024,8.011,0.900,0.000
18.000,8.621,8.024,8.011,0.900,0.000
18.010,8.624,8.026,8.014,0.900,0.000
18.020,8.624,8.024,8.014,0.900,0.000
18.030,8.624,8.026,8.016,0.900,0.000
18.040,8.624,8.021,8.016,0.900,0.000
18.050,8.624,8.019,8.011,0.900,0.000
18.060,8.621,8.024,8.014,0.900,0.000
18.070,8.630,8.024,8.014,0.900,0.000
18.080,8.624,8.026,8.016,0.900,0.000
18.090,8.627,8.024,8.019,0.900,0.000
18.100,8.627,8.021,8.016,0.900,0.000
18.110,8.624,8.021,8.014,0.900,0.000
18.120,8.627,8.029,8.011,0.900,0.000
18.130,8.624,8.026,8.014,0.900,0.000
18.140,8.627,8.026,8.016,0.900,0.000
18.150,8.621,8.024,8.016,0.900,0.000
18.160,8.627,8.024,8.014,0.900,0.000
18.170,8.624,8.019,8.014,0.900,0.000
18.180,8.624,8.024,8.011,0.900,0.000
18.190,8.619,8.029,8.014,0.900,0.000
18.200,8.630,8.029,8.014,0.900,0.000
18.210,8.627,8.024,8.016,0.900,0.000
18.220,8.624,8.024,8.014,0.900,0.000
18.230,8.619,8.021,8.014,0.900,0.000
18.240,8.624,8.026,8.011,0.900,0.000
18.250,8.627,8.021,8.014,0.900,0.000
18.260,8.621,8.024,8.011,0.900,0.000
18.270,8.624,8.029,8.016,0.900,0.000
18.280,8.621,8.026,8.016,0.900,0.000
18.290,8.624,8.026,8.016,0.900,0.000
18.300,8.624,8.024,8.011,0.900,0.000
18.310,8.619,8.024,8.016,0.900,0.000
18.320,8.627,8.024,8.016,0.900,0.000
18.330,8.621,8.024,8.014,0.900,0.000
18.340,8.621,8.029,8.016,0.900,0.000
18.350,0.000,0.000,0.000,0.900,0.000
18.360,8.633,8.021,8.011,0.900,0.000
18.370,8.630,8.024,8.016,0.900,0.000
18.380,8.621,8.024,8.011,0.900,0.000
18.390,8.627,8.021,8.014,0.900,0.000
18.400,8.624,8.024,8.011,0.900,0.000
18.410,8.624,8.021,8.011,0.900,0.000
18.420,8.624,8.024,8.016,0.900,0.000
18.430,8.624,8.024,8.014,0.900,0.000
18.440,8.624,8.024,8.014,0.900,0.000
18.450,8.624,8.024,8.011,0.900,0.000
18.460,8.624,8.024,8.014,0.900,0.000
18.470,8.621,8.019,8.014,0.900,0.000
18.480,8.624,8.024,8.011,0.900,0.000
18.490,8.624,8.021,8.016,0.900,0.000
18.500,8.627,8.026,8.011,0.900,0.000
18.510,8.627,8.024,8.011,0.900,0.000
18.520,8.624,8.024,8.014,0.900,0.000
18.530,8.624,8.024,8.011,0.900,0.000
18.540,8.624,8.026,8.014,0.900,0.000
18.550,8.627,8.024,8.021,0.900,0.000
18.560,8.627,8.026,8.016,0.900,0.000
18.570,8.621,8.024,8.019,0.900,0.000
18.580,8.624,8.024,8.011,0.900,0.000
18.590,8.627,8.021,8.014,0.900,0.000
18.600,8.630,8.026,8.011,0.900,0.000
18.610,8.627,8.024,8.014,0.900,0.000
18.620,8.621,8.026,8.014,0.900,0.000
18.630,8.624,8.026,8.016,0.900,0.000
18.640,8.619,8.021,8.011,0.900,0.000
18.650,8.624,8.026,8.014,0.900,0.000
18.660,8.627,8.021,8.011,0.900,0.000
18.670,8.624,8.026,8.011,0.900,0.000
18.680,8.627,8.024,8.016,0.900,0.000
18.690,8.627,8.029,8.019,0.900,0.000
18.700,8.621,8.026,8.014,0.900,0.000
18.710,8.621,8.021,8.011,0.900,0.000
18.720,8.624,8.024,8.014,0.900,0.000
18.730,8.624,8.024,8.011,0.900,0.000
18.740,8.627,8.021,8.016,0.900,0.000
18.750,8.624,8.024,8.016,0.900,0.000
18.760,8.624,8.026,8.016,0.900,0.000
18.770,8.621,8.021,8.014,0.900,0.000
18.780,8.624,8.026,8.011,0.900,0.000
18.790,8.621,8.021,8.011,0.900,0.000
18.800,8.627,8.024,8.008,0.900,0.000
18.810,8.624,8.024,8.014,0.900,0.000
18.820,8.624,8.024,8.016,0.900,0.000
18.830,8.624,8.024,8.019,0.900,0.000
18.840,8.624,8.026,8.014,0.900,0.000
18.850,8.624,8.026,8.014,0.900,0.000
18.860,8.624,8.024,8.011,0.900,0.000
18.870,8.627,8.024,8.011,0.900,0.000
18.880,8.627,8.024,8.008,0.900,0.000
18.890,8.624,8.024,8.016,0.900,0.000
18.900,8.621,8.026,8.014,0.900,0.000
18.910,8.624,8.026,8.014,0.900,0.000
18.920,8.624,8.026,8.019,0.900,0.000
18.930,8.627,8.024,8.011,0.900,0.000
18.940,8.627,8.024,8.016,0.900,0.000
18.950,8.621,8.024,8.016,0.900,0.000
18.960,8.621,8.026,8.014,0.900,0.000
18.970,8.621,8.026,8.014,0.900,0.000
18.980,8.630,8.021,8.014,0.900,0.000
18.990,8.624,8.024,8.016,0.900,0.000
19.000,8.624,8.024,8.011,0.900,0.000
19.010,8.627,8.021,8.014,0.900,0.000
19.020,8.627,8.021,8.011,0.900,0.000
19.030,8.627,8.024,8.014,0.900,0.000
19.040,8.630,8.024,8.014,0.900,0.000
19.050,8.627,8.021,8.016,0.900,0.000
19.060,8.630,8.021,8.011,0.900,0.000
19.070,8.624,8.026,8.011,0.900,0.000
19.080,8.627,8.024,8.011,0.900,0.000
19.090,8.627,8.024,8.016,0.900,0.000
19.100,8.624,8.021,8.008,0.900,0.000
19.110,8.621,8.024,8.011,0.900,0.000
19.120,8.624,8.026,8.014,0.900,0.000
19.130,8.624,8.021,8.014,0.900,0.000
19.140,8.624,8.021,8.008,0.900,0.000
19.150,8.627,8.024,8.014,0.900,0.000
19.160,8.627,8.021,8.014,0.900,0.000
19.170,8.624,8.021,8.011,0.900,0.000
19.180,8.627,8.024,8.008,0.900,0.000
19.190,8.624,8.024,8.011,0.900,0.000
19.200,8.621,8.021,8.011,0.900,0.000
19.210,8.624,8.026,8.014,0.900,0.000
19.220,8.627,8.026,8.019,0.900,0.000
19.230,8.624,8.021,8.019,0.900,0.000
19.240,8.627,8.021,8.014,0.900,0.000
19.250,8.627,8.024,8.011,0.900,0.000
19.260,8.627,8.024,8.008,0.900,0.000
19.270,8.624,8.024,8.014,0.900,0.000
19.280,8.624,8.024,8.014,0.900,0.000
19.290,8.624,8.026,8.014,0.900,0.000
19.300,8.624,8.024,8.014,0.900,0.000
19.310,8.621,8.024,8.016,0.900,0.000
19.320,8.621,8.024,8.016,0.900,0.000
19.330,8.624,8.021,8.014,0.900,0.000
19.340,8.624,8.024,8.014,0.900,0.000
19.350,8.624,8.024,8.016,0.900,0.000
19.360,8.627,8.026,8.016,0.900,0.000
19.370,8.619,8.026,8.016,0.900,0.000
19.380,8.624,8.029,8.016,0.900,0.000
19.390,8.621,8.024,8.008,0.900,0.000
19.400,8.619,8.024,8.008,0.900,0.000
19.410,8.621,8.021,8.016,0.900,0.000
19.420,8.627,8.021,8.016,0.900,0.000
19.430,8.630,8.021,8.014,0.900,0.000
19.440,8.624,8.024,8.014,0.900,0.000
19.450,8.627,8.024,8.011,0.900,0.000
19.460,8.621,8.021,8.014,0.900,0.000
19.470,8.627,8.024,8.014,0.900,0.000
19.480,8.624,8.024,8.011,0.900,0.000
19.490,8.627,8.029,8.016,0.900,0.000
19.500,8.630,8.024,8.016,0.900,0.000
19.510,8.624,8.021,8.014,0.900,0.000
19.520,8.621,8.024,8.014,0.900,0.000
19.530,8.624,8.024,8.014,0.900,0.000
19.540,8.630,8.026,8.019,0.900,0.000
19.550,8.624,8.029,8.011,0.900,0.000
19.560,8.627,8.026,8.014,0.900,0.000
19.570,8.621,8.021,8.014,0.900,0.000
19.580,8.624,8.024,8.014,0.900,0.000
19.590,8.621,8.024,8.011,0.900,0.000
19.600,8.621,8.024,8.011,0.900,0.000
19.610,8.624,8.024,8.014,0.900,0.000
19.620,8.624,8.024,8.016,0.900,0.000
19.630,8.627,8.029,8.014,0.900,0.000
19.640,8.621,8.024,8.014,0.900,0.000
19.650,8.621,8.024,8.016,0.900,0.000
19.660,8.621,8.024,8.014,0.900,0.000
19.670,8.624,8.024,8.011,0.900,0.000
19.680,8.621,8.024,8.014,0.900,0.000
19.690,8.624,8.024,8.011,0.900,0.000
19.700,8.624,8.024,8.011,0.900,0.000
19.710,8.621,8.026,8.011,0.900,0.000
19.720,8.624,8.021,8.014,0.900,0.000
19.730,8.627,8.024,8.016,0.900,0.000
19.740,8.624,8.024,8.014,0.900,0.000
19.750,8.624,8.024,8.016,0.900,0.000
19.760,8.627,8.024,8.016,0.900,0.000
19.770,8.624,8.026,8.016,0.900,0.000
19.780,8.624,8.026,8.011,0.900,0.000
19.790,8.630,8.024,8.014,0.900,0.000
19.800,8.624,8.026,8.008,0.900,0.000
19.810,8.621,8.021,8.014,0.900,0.000
19.820,8.624,8.026,8.014,0.900,0.000
19.830,8.624,8.026,8.016,0.900,0.000
19.840,8.627,8.026,8.011,0.900,0.000
19.850,8.624,8.021,8.011,0.900,0.000
19.860,8.627,8.024,8.016,0.900,0.000
19.870,8.624,8.019,8.011,0.900,0.000
19.880,8.627,8.026,8.011,0.900,0.000
19.890,8.624,8.024,8.014,0.900,0.000
19.900,8.624,8.024,8.014,0.900,0.000
19.910,8.627,8.024,8.011,0.900,0.000
19.920,8.621,8.024,8.011,0.900,0.000
19.930,8.627,8.021,8.014,0.900,0.000
19.940,8.624,8.024,8.014,0.900,0.000
19.950,8.627,8.026,8.014,0.900,0.000
19.960,8.624,8.029,8.019,0.900,0.000
19.970,8.624,8.024,8.011,0.900,0.000
19.980,8.624,8.024,8.011,0.900,0.000
19.990,8.624,8.024,8.014,0.900,0.000
20.000,8.624,8.024,8.014,0.900,0.000
20.010,8.624,8.021,8.014,0.900,0.000
20.020,8.624,8.024,8.016,0.900,0.000
20.030,8.624,8.024,8.014,0.900,0.000
20.040,8.624,8.029,8.016,0.900,0.000
20.050,8.624,8.019,8.014,0.900,0.000
20.060,8.627,8.024,8.011,0.900,0.000
20.070,8.624,8.024,8.011,0.900,0.000
20.080,8.621,8.024,8.016,0.900,0.000
20.090,8.624,8.024,8.016,0.900,0.000
20.100,8.624,8.024,8.016,0.900,0.000
20.110,8.621,8.024,8.011,0.900,0.000
20.120,8.627,8.024,8.011,0.900,0.000
20.130,8.624,8.019,8.011,0.900,0.000
20.140,8.624,8.026,8.011,0.900,0.000
20.150,8.624,8.024,8.016,0.900,0.000
20.160,8.624,8.024,8.016,0.900,0.000
20.170,8.624,8.026,8.014,0.900,0.000
20.180,8.627,8.019,8.014,0.900,0.000
20.190,8.624,8.026,8.016,0.900,0.000
20.200,8.624,8.021,8.008,0.900,0.000
20.210,8.624,8.024,8.014,0.900,0.000
20.220,8.624,8.031,8.014,0.900,0.000
20.230,8.624,8.021,8.016,0.900,0.000
20.240,8.627,8.024,8.014,0.900,0.000
20.250,8.627,8.024,8.016,0.900,0.000
20.260,8.624,8.024,8.014,0.900,0.000
20.270,8.621,8.024,8.014,0.900,0.000
20.280,8.627,8.024,8.016,0.900,0.000
20.290,8.621,8.024,8.016,0.900,0.000
20.300,8.624,8.026,8.014,0.900,0.000
20.310,8.624,8.026,8.014,0.900,0.000
20.320,8.624,8.021,8.014,0.900,0.000
20.330,8.624,8.021,8.014,0.900,0.000
20.340,8.624,8.024,8.014,0.900,0.000
20.350,8.624,8.024,8.014,0.900,0.000
20.360,8.619,8.024,8.016,0.900,0.000
20.370,8.619,8.021,8.011,0.900,0.000
20.380,8.624,8.024,8.014,0.900,0.000
20.390,8.624,8.026,8.014,0.900,0.000
20.400,8.624,8.024,8.014,0.900,0.000
20.410,8.627,8.026,8.019,0.900,0.000
20.420,8.630,8.024,8.014,0.900,0.000
20.430,8.621,8.026,8.014,0.900,0.000
20.440,8.627,8.021,8.014,0.900,0.000
20.450,8.624,8.024,8.014,0.900,0.000
20.460,8.624,8.024,8.016,0.900,0.000
20.470,8.624,8.026,8.014,0.900,0.000
20.480,8.627,8.026,8.014,0.900,0.000
20.490,8.627,8.029,8.021,0.900,0.000
20.500,8.624,8.024,8.016,0.900,0.000
20.510,8.624,8.026,8.014,0.900,0.000
20.520,8.624,8.029,8.011,0.900,0.000
20.530,8.624,8.021,8.011,0.900,0.000
20.540,8.624,8.026,8.011,0.900,0.000
20.550,8.627,8.026,8.014,0.900,0.000
20.560,8.621,8.029,8.016,0.900,0.000
20.570,8.624,8.019,8.014,0.900,0.000
20.580,8.627,8.021,8.011,0.900,0.000
20.590,8.621,8.026,8.016,0.900,0.000
20.600,8.624,8.021,8.008,0.900,0.000
20.610,8.621,8.026,8.014,0.900,0.000
20.620,8.627,8.024,8.016,0.900,0.000
20.630,8.627,8.024,8.016,0.900,0.000
20.640,8.624,8.024,8.014,0.900,0.000
20.650,8.621,8.024,8.014,0.900,0.000
20.660,8.627,8.026,8.016,0.900,0.000
20.670,8.624,8.024,8.014,0.900,0.000
20.680,8.624,8.026,8.016,0.900,0.000
20.690,8.627,8.024,8.014,0.900,0.000
20.700,8.621,8.024,8.016,0.900,0.000
20.710,8.621,8.026,8.011,0.900,0.000
20.720,8.621,8.024,8.014,0.900,0.000
20.730,8.624,8.024,8.011,0.900,0.000
20.740,8.624,8.024,8.016,0.900,0.000
20.750,8.619,8.026,8.014,0.900,0.000
20.760,8.627,8.024,8.014,0.900,0.000
20.770,8.624,8.026,8.019,0.900,0.000
20.780,8.624,8.024,8.014,0.900,0.000
20.790,8.624,8.024,8.019,0.900,0.000
20.800,8.627,8.021,8.014,0.900,0.000
20.810,8.621,8.026,8.014,0.900,0.000
20.820,8.624,8.024,8.016,0.900,0.000
20.830,8.624,8.029,8.014,0.900,0.000
20.840,8.627,8.021,8.014,0.900,0.000
20.850,8.630,8.024,8.014,0.900,0.000
20.860,8.627,8.021,8.014,0.900,0.000
20.870,8.624,8.029,8.014,0.900,0.000
20.880,8.633,8.026,8.019,0.900,0.000
20.890,8.627,8.026,8.019,0.900,0.000
20.900,8.624,8.019,8.014,0.900,0.000
20.910,8.624,8.026,8.014,0.900,0.000
20.920,8.621,8.026,8.014,0.900,0.000
20.930,8.627,8.026,8.011,0.900,0.000
20.940,8.624,8.024,8.014,0.900,0.000
20.950,8.627,8.024,8.016,0.900,0.000
20.960,8.627,8.024,8.014,0.900,0.000
20.970,8.627,8.029,8.011,0.900,0.000
20.980,8.624,8.026,8.014,0.900,0.000
20.990,8.624,8.021,8.008,0.900,0.000
21.000,8.624,8.021,8.011,0.900,0.000
21.010,8.624,8.021,8.014,0.900,0.000
21.020,8.621,8.026,8.019,0.900,0.000
21.030,8.630,8.024,8.011,0.900,0.000
21.040,8.624,8.024,8.014,0.900,0.000
21.050,8.627,8.026,8.011,0.900,0.000
21.060,8.627,8.024,8.014,0.900,0.000
21.070,8.624,8.026,8.014,0.900,0.000
21.080,8.624,8.029,8.019,0.900,0.000
21.090,8.624,8.026,8.014,0.900,0.000
21.100,8.624,8.024,8.016,0.900,0.000
21.110,8.621,8.024,8.016,0.900,0.000
21.120,8.621,8.026,8.014,0.900,0.000
21.130,8.627,8.021,8.011,0.900,0.000
21.140,8.627,8.021,8.014,0.900,0.000
21.150,8.624,8.024,8.019,0.900,0.000
21.160,8.624,8.026,8.016,0.900,0.000
21.170,8.621,8.021,8.014,0.900,0.000
21.180,8.624,8.024,8.011,0.900,0.000
21.190,8.621,8.024,8.014,0.900,0.000
21.200,8.624,8.024,8.011,0.900,0.000
21.210,8.621,8.021,8.011,0.900,0.000
21.220,8.621,8.024,8.016,0.900,0.000
21.230,8.627,8.026,8.011,0.900,0.000
21.240,8.619,8.024,8.014,0.900,0.000
21.250,8.621,8.019,8.008,0.900,0.000
21.260,8.627,8.024,8.011,0.900,0.000
21.270,8.621,8.026,8.011,0.900,0.000
21.280,8.624,8.026,8.016,0.900,0.000
21.290,8.624,8.024,8.016,0.900,0.000
21.300,8.627,8.024,8.014,0.900,0.000
21.310,8.624,8.019,8.011,0.900,0.000
21.320,8.624,8.026,8.014,0.900,0.000
21.330,8.627,8.024,8.014,0.900,0.000
21.340,8.621,8.024,8.014,0.900,0.000
21.350,8.627,8.021,8.021,0.900,0.000
21.360,8.621,8.024,8.014,0.900,0.000
21.370,8.621,8.024,8.016,0.900,0.000
21.380,8.624,8.024,8.016,0.900,0.000
21.390,8.624,8.024,8.014,0.900,0.000
21.400,0.000,0.000,0.000,0.900,0.000
21.410,8.624,8.024,8.014,0.900,0.000
21.420,8.621,8.026,8.016,0.900,0.000
21.430,8.630,8.026,8.014,0.900,0.000
21.440,8.621,8.026,8.014,0.900,0.000
21.450,8.624,8.024,8.014,0.900,0.000
21.460,8.624,8.024,8.008,0.900,0.000
21.470,8.627,8.021,8.011,0.900,0.000
21.480,8.624,8.021,8.011,0.900,0.000
21.490,8.627,8.021,8.014,0.900,0.000
21.500,8.624,8.026,8.016,0.900,0.000
21.510,8.624,8.024,8.016,0.900,0.000
21.520,8.624,8.021,8.019,0.900,0.000
21.530,8.627,8.026,8.014,0.900,0.000
21.540,8.624,8.021,8.014,0.900,0.000
21.550,8.627,8.024,8.016,0.900,0.000
21.560,8.624,8.026,8.019,0.900,0.000
21.570,8.621,8.019,8.016,0.900,0.000
21.580,8.627,8.021,8.011,0.900,0.000
21.590,8.624,8.021,8.014,0.900,0.000
21.600,8.624,8.024,8.011,0.900,0.000
21.610,8.627,8.024,8.011,0.900,0.000
21.620,8.624,8.026,8.016,0.900,0.000
21.630,8.630,8.029,8.014,0.900,0.000
21.640,8.621,8.026,8.014,0.900,0.000
21.650,8.627,8.021,8.011,0.900,0.000
21.660,8.627,8.024,8.011,0.900,0.000
21.670,8.624,8.021,8.016,0.900,0.000
21.680,8.627,8.019,8.014,0.900,0.000
21.690,8.624,8.026,8.014,0.900,0.000
21.700,8.627,8.026,8.011,0.900,0.000
21.710,8.624,8.026,8.014,0.900,0.000
21.720,8.624,8.024,8.014,0.900,0.000
21.730,8.624,8.029,8.014,0.900,0.000
21.740,8.627,8.021,8.011,0.900,0.000
21.750,8.627,8.024,8.014,0.900,0.000
21.760,8.624,8.024,8.016,0.900,0.000
21.770,8.624,8.021,8.014,0.900,0.000
21.780,8.621,8.024,8.011,0.900,0.000
21.790,8.624,8.021,8.014,0.900,0.000
21.800,8.624,8.026,8.014,0.900,0.000
21.810,8.624,8.026,8.011,0.900,0.000
21.820,8.624,8.024,8.014,0.900,0.000
21.830,8.624,8.031,8.019,0.900,0.000
21.840,8.624,8.021,8.014,0.900,0.000
21.850,8.624,8.024,8.019,0.900,0.000
21.860,8.624,8.026,8.014,0.900,0.000
21.870,8.624,8.024,8.011,0.900,0.000
21.880,8.627,8.026,8.011,0.900,0.000
21.890,8.627,8.026,8.016,0.900,0.000
21.900,8.624,8.024,8.016,0.900,0.000
21.910,8.624,8.024,8.019,0.900,0.000
21.920,8.621,8.024,8.011,0.900,0.000
21.930,8.621,8.021,8.011,0.900,0.000
21.940,8.621,8.021,8.008,0.900,0.000
21.950,8.624,8.026,8.008,0.900,0.000
21.960,8.624,8.024,8.016,0.900,0.000
21.970,8.624,8.026,8.014,0.900,0.000
21.980,8.627,8.024,8.014,0.900,0.000
21.990,8.624,8.024,8.014,0.900,0.000
22.000,8.624,8.024,8.014,0.900,0.000
22.010,8.627,8.024,8.014,0.000,0.000
22.020,8.627,8.021,8.014,0.000,0.000
22.030,8.624,8.024,8.014,0.900,0.000
22.040,8.621,8.021,8.016,0.900,0.000
22.050,8.627,8.024,8.014,0.900,0.000
22.060,8.624,8.024,8.016,0.900,0.000
22.070,8.624,8.024,8.011,0.900,0.000
22.080,8.627,8.024,8.011,0.900,0.000
22.090,8.624,8.021,8.016,0.900,0.000
22.100,8.621,8.029,8.016,0.900,0.000
22.110,8.624,8.024,8.014,0.900,0.000
22.120,8.624,8.024,8.016,0.900,0.000
22.130,8.624,8.024,8.016,0.900,0.000
22.140,8.624,8.024,8.014,0.900,0.000
22.150,8.624,8.026,8.019,0.900,0.000
22.160,8.627,8.024,8.014,0.900,0.000
22.170,8.624,8.024,8.016,0.900,0.000
22.180,8.624,8.024,8.014,0.900,0.000
22.190,8.624,8.026,8.014,0.900,0.000
22.200,8.624,8.021,8.011,0.900,0.000
22.210,8.627,8.024,8.011,0.900,0.000
22.220,8.633,8.026,8.016,0.900,0.000
22.230,8.621,8.026,8.019,0.900,0.000
22.240,8.624,8.026,8.014,0.900,0.000
22.250,8.627,8.024,8.014,0.900,0.000
22.260,8.621,8.024,8.014,0.900,0.000
22.270,8.624,8.024,8.008,0.900,0.000
22.280,8.627,8.024,8.016,0.900,0.000
22.290,8.627,8.024,8.016,0.900,0.000
22.300,8.621,8.026,8.016,0.900,0.000
22.310,8.624,8.024,8.016,0.900,0.000
22.320,8.627,8.026,8.011,0.900,0.000
22.330,8.627,8.021,8.011,0.900,0.000
22.340,8.627,8.024,8.011,0.900,0.000
22.350,8.627,8.024,8.011,0.900,0.000
22.360,8.621,8.024,8.014,0.900,0.000
22.370,8.624,8.026,8.016,0.900,0.000
22.380,8.624,8.026,8.014,0.900,0.000
22.390,8.627,8.024,8.014,0.900,0.000
22.400,8.630,8.024,8.019,0.900,0.000
22.410,8.624,8.021,8.016,0.900,0.000
22.420,8.627,8.026,8.016,0.900,0.000
22.430,8.627,8.024,8.016,0.900,0.000
22.440,8.621,8.021,8.016,0.900,0.000
22.450,8.624,8.021,8.011,0.900,0.000
22.460,8.624,8.024,8.011,0.900,0.000
22.470,8.630,8.024,8.014,0.900,0.000
22.480,8.624,8.021,8.011,0.900,0.000
22.490,8.627,8.021,8.014,0.900,0.000
22.500,8.627,8.026,8.016,0.900,0.000
22.510,8.624,8.026,8.014,0.900,0.000
22.520,8.624,8.024,8.011,0.900,0.000
22.530,8.621,8.024,8.014,0.900,0.000
22.540,8.624,8.024,8.014,0.900,0.000
22.550,8.624,8.024,8.014,0.900,0.000
22.560,8.621,8.024,8.014,0.900,0.000
22.570,8.627,8.021,8.019,0.900,0.000
22.580,8.624,8.026,8.019,0.900,0.000
22.590,8.624,8.024,8.011,0.900,0.000
22.600,8.621,8.024,8.011,0.900,0.000
22.610,8.630,8.026,8.014,0.900,0.000
22.620,8.627,8.021,8.011,0.900,0.000
22.630,8.627,8.024,8.014,0.900,0.000
22.640,0.000,0.000,0.000,0.900,0.000
22.650,8.624,8.019,8.014,0.900,0.000
22.660,8.627,8.021,8.011,0.900,0.000
22.670,8.624,8.026,8.011,0.900,0.000
22.680,8.627,8.021,8.014,0.900,0.000
22.690,8.624,8.024,8.014,0.900,0.000
22.700,8.624,8.024,8.014,0.900,0.000
22.710,8.624,8.024,8.016,0.900,0.000
22.720,8.627,8.026,8.014,0.900,0.000
22.730,8.621,8.026,8.016,0.900,0.000
22.740,8.624,8.024,8.014,0.900,0.000
22.750,8.621,8.024,8.014,0.900,0.000
22.760,8.624,8.024,8.014,0.900,0.000
22.770,8.621,8.029,8.019,0.900,0.000
22.780,8.630,8.024,8.016,0.900,0.000
22.790,8.627,8.024,8.016,0.900,0.000
22.800,8.621,8.029,8.016,0.900,0.000
22.810,8.624,8.024,8.011,0.900,0.000
22.820,8.627,8.021,8.016,0.900,0.000
22.830,8.624,8.024,8.014,0.900,0.000
22.840,8.627,8.024,8.016,0.900,0.000
22.850,8.624,8.026,8.014,0.900,0.000
22.860,8.624,8.024,8.011,0.900,0.000
22.870,8.627,8.024,8.011,0.900,0.000
22.880,8.624,8.024,8.008,0.900,0.000
22.890,8.624,8.024,8.011,0.900,0.000
22.900,8.624,8.024,8.011,0.900,0.000
22.910,8.624,8.026,8.016,0.900,0.000
